drugbank_id,name,description,simple_description,half_life,half_life_unit,half_life_unit_mixed,half_life_n_records,half_life_hours,food_interaction_count,food_interactions_text
DB01098,Rosuvastatin,"Rosuvastatin, also known as the brand name product Crestor, is a lipid-lowering drug that belongs to the statin class of medications, which are used to lower the risk of cardiovascular disease and manage elevated lipid levels by inhibiting the endogenous production of cholesterol in the liver. More specifically, statin medications competitively inhibit the enzyme hydroxymethylglutaryl-coenzyme A (HMG-CoA) Reductase,[A181421] which catalyzes the conversion of HMG-CoA to mevalonic acid and is the third step in a sequence of metabolic reactions involved in the production of several compounds involved in lipid metabolism and transport including cholesterol, low-density lipoprotein (LDL) (sometimes referred to as ""bad cholesterol""), and very low-density lipoprotein (VLDL). Prescribing of statin medications is considered standard practice following any cardiovascular events and for people with a moderate to high risk of development of CVD, such as those with Type 2 Diabetes. The clear evidence of the benefit of statin use coupled with very minimal side effects or long term effects has resulted in this class becoming one of the most widely prescribed medications in North America.[A181087, A181406]

Rosuvastatin and other drugs from the statin class of medications including [atorvastatin], [pravastatin], [simvastatin], [fluvastatin], and [lovastatin] are considered first-line options for the treatment of dyslipidemia.[A181087, A181406] This is largely due to the fact that cardiovascular disease (CVD), which includes heart attack, atherosclerosis, angina, peripheral artery disease, and stroke, has become a leading cause of death in high-income countries and a major cause of morbidity around the world.[A181084] Elevated cholesterol levels, and in particular, elevated low-density lipoprotein (LDL) levels, are an important risk factor for the development of CVD.[A181087,A181553] Use of statins to target and reduce LDL levels has been shown in a number of landmark studies to significantly reduce the risk of development of CVD and all-cause mortality.[A181090,A181093,A181096,A181427,A181475,A181538] Statins are considered a cost-effective treatment option for CVD due to their evidence of reducing all-cause mortality including fatal and non-fatal CVD as well as the need for surgical revascularization or angioplasty following a heart attack.[A181087, A181406] Evidence has shown that even for low-risk individuals (with <10% risk of a major vascular event occurring within 5 years) statins cause a 20%-22% relative reduction in major cardiovascular events (heart attack, stroke, coronary revascularization, and coronary death) for every 1 mmol/L reduction in LDL without any significant side effects or risks.[A181397, A181403]

While all statin medications are considered equally effective from a clinical standpoint, rosuvastatin is considered the most potent; doses of 10 to 40mg rosuvastatin per day were found in clinical studies to result in a 45.8% to 54.6% decreases in LDL cholesterol levels, which is about three-fold more potent than [atorvastatin]'s effects on LDL cholesterol.[A181409,A1793] However, the results of the SATURN trial[A181427] concluded that despite this difference in potency, there was no difference in their effect on the progression of coronary atherosclerosis.

Rosuvastatin is also a unique member of the class of statins due to its high hydrophilicity which increases hepatic uptake at the site of action, low bioavailability, and minimal metabolism via the Cytochrome P450 system.[A181523] This last point results in less risk of drug-drug interactions compared to [atorvastatin], [lovastatin], and [simvastatin], which are all extensively metabolized by Cytochrome P450 (CYP) 3A4, an enzyme involved in the metabolism of many commonly used drugs.[A181460] Drugs such as [ciclosporin], [gemfibrozil], and some antiretrovirals are more likely to interact with this statin through antagonism of OATP1B1 organic anion transporter protein 1B1-mediated hepatic uptake of rosuvastatin.[F4649, F4652]",A medication used to treat high cholesterol and reduce the risk of cardiovascular disease including heart attacks and stroke.,19.0,hours,False,1.0,19.0,1,Take with or without food. Co-administration with food does not affect absorption.
DB01104,Sertraline,"Sertraline is a popular antidepressant medication commonly known as a selective serotonin reuptake inhibitor (SSRI), and is similar to drugs such as [Citalopram] and [Fluoxetine]. Despite marked structural differences between compounds in this drug class, SSRIs exert similar pharmacological effects.

Several weeks of therapy with sertraline may be required before beneficial effects are noticed. Sertraline displays enhanced safety or tolerability than other classes of antidepressants, which frequently cause high levels of drowsiness, dizziness, blurred vision, and other undesirable effects.[A1846,A187075,T28]","An antidepressant used to treat depression, anxiety and a variety of other psychiatric disorders.",24.0,hours,False,2.0,24.0,2,Avoid St. John's Wort. || Take with or without food.
DB01114,Chlorpheniramine,"A histamine H1 antagonist used in allergic reactions, hay fever, rhinitis, urticaria, and asthma. It has also been used in veterinary applications. One of the most widely used of the classical antihistaminics, it generally causes less drowsiness and sedation than promethazine.",A medication used to treat allergy symptoms such as cough.,21.0,hours,False,1.0,21.0,2,Avoid alcohol. || Take with food.
DB01129,Rabeprazole,"Rabeprazole is an antiulcer drug in the class of proton pump inhibitors. It is a prodrug - in the acid environment of the parietal cells it turns into active sulphenamide form. Rabeprazole inhibits the H+, K+ATPase of the coating gastric cells and dose-dependent oppresses basal and stimulated gastric acid secretion.",A medication used to treat acid reflux and to help heal stomach ulcers.,1.0,hours,False,1.0,1.0,1,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent."
DB01167,Itraconazole,"First synthesized in the early 1980s, itraconazole is a broad-spectrum triazole antifungal agent used to treat a variety of infections.[A34257] It is a 1:1:1:1 racemic mixture of four diastereomers, made up of two enantiomeric pairs, each possessing three chiral centers.[L50051] Itraconazole was first approved in the US in 1992 [L50056] and is available orally. While the intravenous formulation of the drug was formerly available, it was discontinued in the US in 2007.[A263232]",A medication used to treat various fungal infections.,21.0,hours,False,1.0,21.0,2,"Exercise caution with grapefruit products. While there is inconclusive evidence of the effect of grapefruit products on the systemic exposure to itraconazole, they may affect drug absorption. || Take with food. Food promotes maximal absorption of itraconazole."
DB01175,Escitalopram,"Escitalopram is a selective serotonin re-uptake inhibitor (SSRI) and the S-enantiomer of racemic [citalopram].[A185420] It is used to restore serotonergic function in the treatment of depression and anxiety.[L8513,L8516,L8522] Escitalopram is approximately 150 times more potent than citalopram’s R-enantiomer and is responsible for the vast majority of citalopram’s clinical activity, with some evidence suggesting that the R-enantiomer of racemic citalopram actively dampens the activity of escitalopram rather than existing simply as an inactive enantiomer.[A39738,A185819] Amongst SSRIs, escitalopram exerts the highest degree of selectivity for the serotonin transporter (SERT) relative to other off-targets which may explain its lower rates of adverse effects as compared to other agents in this class.[A185726] Escitalopram also differentiates itself from other SSRIs via allosteric action on its target - this may be the mechanism responsible for its observed superior efficacy and faster onset compared to other SSRIs.[A185825,A185726,A185822]",A medication used to treat depression and anxiety.,27.0,hours,False,1.0,27.0,2,Avoid alcohol. The combined use of alcohol with psychotropic medications should be avoided. || Take with or without food. The absorption is unaffected by food.
DB01211,Clarithromycin,"Clarithromycin, a semisynthetic macrolide antibiotic derived from erythromycin, inhibits bacterial protein synthesis by binding to the bacterial 50S ribosomal subunit. Binding inhibits peptidyl transferase activity and interferes with amino acid translocation during the translation and protein assembly process. Clarithromycin may be bacteriostatic or bactericidal depending on the organism and drug concentration.","An antibiotic used to treat various bacterial infections in the body, including the skin, ear, and stomach.",3.0,hours,False,1.0,3.0,1,Take with food. Food increases absorption.
DB01222,Budesonide,"Budesonide is a glucocorticoid that is a mix of the 22R and 22S epimer used to treat inflammatory conditions of the lungs and intestines such as asthma, COPD, Crohn's disease, and ulcerative colitis.[A188529,A188532]

Budesonide was granted FDA approval on 14 February 1994.[L10598] It is also available in a combination product with [formoterol].[L10619]","A medication used to treat conditions of the lungs and intestines, as well as some seasonal allergies.",2.3,hours,False,2.0,2.3,1,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent."
DB01224,Quetiapine,"Initially approved by the FDA in 1997, quetiapine is a second-generation atypical antipsychotic used in schizophrenia, major depression, and bipolar disorder.[L8546] Quetiapine demonstrates a high level of therapeutic efficacy and low risk of adverse effects during long-term treatment. It is well-tolerated and a suitable option for some patients with high sensitivity to other drugs, such as [clozapine] and [olanzapine].[A2189]","A medication used to treat schizophrenia, and certain types of depression, including bipolar disorder.",6.0,hours,False,1.0,6.0,2,"Avoid alcohol. || Take with or without food. If taken with food, take with a light meal."
DB01261,Sitagliptin,"Sitagliptin is an oral dipeptidyl peptidase-4 (DPP-4) inhibitor used in conjunction with diet and exercise to improve glycemic control in patients with type 2 diabetes mellitus[FDA label,A2260,A2255,A2256]. The effect of this medication leads to glucose dependent increases in insulin and decreases in glucagon to improve control of blood sugar[FDA label,A2255]. Sitagliptin was granted FDA approval on October 16, 2006[L6061].",A medication used to control blood sugar in type 2 diabetes.,11.7,hours,False,2.0,11.7,1,Take with or without food.
DB01306,Insulin aspart,"Insulin aspart is a rapid-acting form of insulin used for the treatment of hyperglycemia caused by Type 1 and Type 2 Diabetes. Insulin is typically prescribed for the management of diabetes mellitus to mimic the activity of endogenously produced human insulin, a peptide hormone produced by beta cells of the pancreas that promotes glucose metabolism. Insulin is released from the pancreas following a meal to promote the uptake of glucose from the blood into internal organs and tissues such as the liver, fat cells, and skeletal muscle. Absorption of glucose into cells allows for its transformation into glycogen or fat for storage. Insulin also inhibits hepatic glucose production, enhances protein synthesis, and inhibits lipolysis and proteolysis among many other functions.

Insulin is an important treatment in the management of Type 1 Diabetes (T1D) which is caused by an autoimmune reaction that destroys the beta cells of the pancreas, resulting in the body not being able to produce or synthesize the insulin needed to manage circulating blood sugar levels. As a result, people with T1D rely primarily on exogenous forms of insulin, such as insulin aspart, to lower glucose levels in the blood. Insulin is also used in the treatment of Type 2 Diabetes (T2D), another form of diabetes mellitus that is a slowly progressing metabolic disorder caused by a combination of genetic and lifestyle factors that promote chronically elevated blood sugar levels. Without treatment or improvement in non-pharmacological measures such as diet and exercise to lower blood glucose, high blood sugar eventually causes cellular resistance to endogenous insulin, and in the long term, damage to pancreatic islet cells. Insulin is typically prescribed later in the course of T2D, after trying several oral medications such as [DB00331], [DB01120], or [DB01261] have been tried, when sufficient damage has been caused to pancreatic cells that the body is no longer able to produce insulin on its own. 

Marketed as the brand name product NovoRapid, insulin aspart begins to exert its effects within 15 minutes of subcutaneous administration, while peak levels occur 30 to 90 minutes after administration. Due to its duration of action of around 5 hours, NovoRapid is considered ""bolus insulin"" as it provides high levels of insulin in a short period of time to mimic the release of endogenous insulin from the pancreas after meals. Bolus insulin is often combined with once daily, long-acting ""basal insulin"" such as [DB01307], [DB09564], and [DB00047] to provide low concentrations of background insulin that can keep blood sugar stable between meals or overnight. Use of basal and bolus insulin together is intended to mimic the pancreas' production of endogenous insulin, with a goal of avoiding any periods of hypoglycemia.

Insulin aspart is a recombinant, biosynthetic, fast-acting insulin analogue. Compared to human insulin, it has a single amino acid substitution at position B28 where proline is replaced with aspartic acid. This substitution decreases its propensity to form hexamers and gives it a higher rate of absorption following subcutaneous administration compared to native insulin. Insulin aspart is produced in a genetically modified strain of _Saccharomyces cerevisiae_ (baker's yeast)

Without an adequate supply of insulin to promote absorption of glucose from the bloodstream, blood sugar levels can climb to dangerously high levels and can result in symptoms such as fatigue, headache, blurred vision, and increased thirst. If left untreated, the body starts to break down fat, instead of glucose, for energy which results in a build-up of ketone acids in the blood and a syndrome called ketoacidosis, which is a life-threatening medical emergency. In the long term, elevated blood sugar levels increase the risk of heart attack, stroke, and diabetic neuropathy.",A medication used to control blood sugar in diabetes.,81.0,minutes,False,1.0,1.35,1,Take with food. Dose adjust as needed. Changes in meal composition may alter the response to insulin aspart.
DB01409,Tiotropium,"Tiotropium is a long-acting, antimuscarinic bronchodilator used in the management of chronic obstructive pulmonary disease (COPD) and asthma.[A180163,L7084,L7087,L7090,L7093] Tiotropium acts mainly on M3 muscarinic receptors located in the airways to produce smooth muscle relaxation and bronchodilation.[A180163,L7084,L7087,L7090,L7093]

Tiotropium is more specific for the subset of muscarinic receptors commonly found in the lungs than [ipratropium].[A180163]

Tiotropium was granted FDA approval on 30 January 2004.[L7084]",A medication used to treat inflammatory condition leading to weakness of the lungs.,34.0,hours,False,2.0,34.0,1,Take with or without food. Food is not expected to interfere with absorption.
DB01593,Zinc,"A metallic element of atomic number 30 and atomic weight 65.38. It is a necessary trace element in the diet, forming an essential part of many enzymes, and playing an important role in protein synthesis and in cell division. Zinc deficiency is associated with anemia, short stature, hypogonadism, impaired wound healing, and geophagia. It is identified by the symbol _Zn_ [L2098].

A newer study suggests implies that an imbalance of zinc is associated with the neuronal damage associated with traumatic brain injury, stroke, and seizures [A32465].

 Understanding the mechanisms that control brain zinc homeostasis is, therefore, imperative to the development of preventive and treatment regimens for these and other neurological disorders [A32465].

In addition to the above, recent review articles have already demonstrated the important role of zinc in the pathophysiology and treatment of affective disorders, plus discussed the potential value of zinc as a marker of these diseases [L2097].  Most recently, research has shown that polymorphism of the common polymorphism in zinc transporter _SLC30A8/ZnT8_ may increase susceptibility to type 2 diabetes provided novel insights into the role of zinc in diabetes [A32416].","A mineral used as an ingredient in nutritional supplements, and to treat conditions in which the zinc levels in the body is lower than normal.",280.0,days,False,1.0,6720.0,3,"Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus. || Do not take with bran and high fiber foods. For optimal absorption, take zinc at least 2 hours before or after eating high-fiber foods. || Take on an empty stomach. Take at least 1 hour before and 2 hours after eating for optimal absorption. Zinc can be taken with food to reduce gastrointestinal upset."
DB06228,Rivaroxaban,"Rivaroxaban is an anticoagulant and the first orally active direct factor Xa inhibitor. Unlike warfarin, routine lab monitoring of INR is not necessary. However there is no antidote available in the event of a major bleed. Only the 10 mg tablet can be taken without regard to food. The 15 mg and 20 mg tablet should be taken with food. FDA approved on July 1, 2011.",A type of blood thinner used to prevent and treat blood clotting events such as stroke and pulmonary embolism.,8.0,hours,False,2.0,8.0,4,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba. || Avoid St. John's Wort. Co-administration will decrease levels of this medication. || Take with food. Rivaroxaban 15-20mg dose should be taken with food as food significantly impacts the bioavailability at that dose. || Take with or without food. Rivaroxaban 10mg dose can be taken with or without food as it does not significantly impact the bioavailability at that dose."
DB06282,Levocetirizine,"Levocetirizine is a selective histamine H<sub>1</sub> antagonist used to treat a variety of allergic symptoms.[A181748,A181790,L7694] It is the R enantiomer of [cetirizine].[L7694] Levocetirizine has greater affinity for the histamine H<sub>1</sub> receptor than cetirizine.[L7694]

Levocetirizine was granted FDA approval in 1995.[L7694]",An allergy medication used to treat symptoms associated with seasonal allergies such as itchy eyes and runny nose. May also be used to treat uncomplicated hives on the skin.,7.05,hours,False,1.0,7.05,2,Avoid alcohol. || Take with or without food.
DB06292,Dapagliflozin,"Dapagliflozin is a sodium-glucose cotransporter 2 (SGLT2) inhibitor, and it was the first SLGT2 inhibitor to be approved. indicated for managing diabetes mellitus type 2.[A261596] When combined with diet and exercise in adults, dapagliflozin helps to improve glycemic control by inhibiting glucose reabsorption in the proximal tubule of the nephron and causing glycosuria.[A6757] Dapagliflozin has been investigated either as monotherapy or as an adjunct treatment with insulin or other oral hypoglycemic agents.[A261601]

Dapagliflozin was originally approved by the FDA on Jan 08, 2014, to improve glycemic control in adults with type 2 diabetes in conjunction with diet and exercise.[L48251] It was later approved to reduce the risk of kidney function decline, kidney failure, cardiovascular death, and hospitalization for heart failure in adults with chronic kidney disease in April 2021.[L48251]",A medication used to control blood sugar in diabetes.,13.350000000000001,hours,False,2.0,13.350000000000001,2,Avoid excessive or chronic alcohol consumption. Binge drinking or drinking alcohol often may predispose patients to ketoacidosis. || Take with or without food.
DB06605,Apixaban,"Apixaban is an oral, direct, and highly selective factor Xa (FXa) inhibitor of both free and bound FXa, as well as prothrombinase, independent of antithrombin III for the prevention and treatment of thromboembolic diseases[Label,A6897]. It is marketed under the name Eliquis[Label,L6043]. Apixaban was approved by the FDA on December 28, 2012[L6043].","A medication or ""blood thinner"" used to prevent blood clots and blocked blood vessels, as well as other events, such as stroke, in various cardiovascular conditions.",12.7,hours,False,1.0,12.7,4,"Avoid grapefruit products. || Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba. || Avoid St. John's Wort. St. John's Wort will decrease levels of this medication. || Take with or without food."
DB06655,Liraglutide,"Victoza contains liraglutide, a synthetic analog of human glucagon-like peptide-1(GLP-1) and acts as a GLP-1 receptor agonist.[Label,A6932] Liraglutide is 97% similar to native human GLP-1, differing primarily by substituting arginine for lysine at position 34.[A6932] Liraglutide is made by attaching a C-16 fatty acid (palmitic acid) with a glutamic acid spacer on the remaining lysine residue at position 26 of the peptide precursor.[A6932] Liraglutide was granted FDA approval on January 25, 2010.[L6070]","A medication used to control blood sugar, prevent cardiovascular conditions in diabetes, and manage obesity.",13.0,hours,False,1.0,13.0,1,Take with or without food.
DB06724,Calcium carbonate,Calcium carbonate is an inorganic salt used as an antacid. It is a basic compound that acts by neutralizing hydrochloric acid in gastric secretions. Subsequent increases in pH may inhibit the action of pepsin. An increase in bicarbonate ions and prostaglandins may also confer cytoprotective effects. Calcium carbonate may also be used as a nutritional supplement or to treat hypocalcemia.,"A medication used for the treatment of heartburn and other conditions caused by stomach acid reflux, and for calcium supplementation.",,,,,,1,"Take with or without food. Food increases the absorption of calcium carbonate, which may be advantageous in its use as a calcium supplement."
DB09038,Empagliflozin,"Empagliflozin is an inhibitor of sodium-glucose co-transporter-2 (SGLT2), the transporters primarily responsible for the reabsorption of glucose in the kidney.[A203453] It is used clinically as an adjunct to diet and exercise, often in combination with other drug therapies,[L13673,L13679,L11479] for the management of type 2 diabetes mellitus.[L13688]

The first known inhibitor of SGLTs, phlorizin, was isolated from the bark of apple trees in 1835 and researched extensively into the 20th century, but was ultimately deemed inappropriate for clinical use given its lack of specificity and significant gastrointestinal side effects.[A203501] Attempts at overcoming these limitations first saw the development of O-glucoside analogs of phlorizin (e.g. [remogliflozin etabonate]), but these molecules proved relatively pharmacokinetically unstable. The development of C-glucoside phlorizin analogs remedied the issues observed in the previous generation, and led to the FDA approval of [canagliflozin] in 2013 and both [dapagliflozin] and empagliflozin in 2014.[A203501] As the most recently approved of the ""flozin"" drugs, empagliflozin carries the highest selectivity for SGLT2 over SGLT1 (approximately 2700-fold). Empagliflozin was further approved by the EMA in March 2022 and Health Canada in April 2022, making it the first and only approved treatment in Europe and Canada for adults with symptomatic chronic heart failure regardless of ejection fraction.[L40783,L13916]",A medication that increases the amount of sugar expelled the urine to lower blood sugar in patients with type 2 diabetes.,12.4,hours,False,1.0,12.4,1,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent."
DB11171,Ferric sulfate,"Ferric sulfate has the molecular formula of Fe2SO4, and it is a dark brown or yellow chemical agent with acidic properties. It is produced by the reaction of sulfuric acid and an oxidizing agent. It is used in different fields such as dermatology, dentistry and it is thought to present hemostatic properties by interacting chemically with blood proteins.[A32355, A32356] By the FDA, ferric sulfate is a direct food substance affirmed in the GRAS category (Generally Recognized As Safe).[L2003]",A medication used to stop bleeding in dental procedures.,,,,,,0,
DB13257,Ferrous sulfate anhydrous,"Iron deficiency anemia is a large public health concern worldwide, especially in young children, infants, and women of childbearing age.[A190804] This type of anemia occurs when iron intake, iron stores, and iron loss do not adequately support the formation of erythrocytes, also known as red blood cells.[A190528] 

Ferrous sulfate is a synthetic agent used in the treatment of iron deficiency. It is the gold standard of oral iron therapy in the UK and many other countries.[L2234,L2246]",A supplement used to prevent treat low iron levels in the blood.,,,,,,6,Avoid milk and dairy products. Take ferrous sulfate at least 2 hours before or after milk. || Limit caffeine intake. Food and beverages containing caffeine may reduce iron absorption. || Take at least 2 hours before or after calcium supplements. || Take separate from antacids. Take ferrous sulfate at least 2 hours before or after antacids. || Take with food. This may reduce gastric irritation. || Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of iron.
DB13928,Semaglutide,"Semaglutide is a glucagon-like peptide 1 (GLP-1) analog used to manage type 2 diabetes along with lifestyle changes, such as dietary restrictions and increased physical activity.[A31421,L8681] Other members of this drug class include [Exenatide] and [Liraglutide]. Semaglutide was developed by Novo Nordisk and approved by the FDA for subcutaneous injection in December 2017.[L8681] The tablet formulation was approved for oral administration in September 2019. Semaglutide works by binding to and activating the GLP-1 receptor, thereby stimulating insulin secretion and reducing blood glucose.[L8678]

The subcutaneous injection is administered once weekly and the tablet is administered once a day. Semaglutide offers a competitive advantage over other drugs used to manage diabetes, which may require several daily doses. Clinical trials have determined that this drug reduces glycosylated hemoglobin (HbA1c) levels and reduces body weight, proving to be effective for patients with type 2 diabetes.[A186053] In June 2021, semaglutide was approved by the FDA for chronic weight management in adults with general obesity or overweight who have at least one weight-related condition, marking semaglutide as the first approved drug for such use since 2014.[L34485] The use of semaglutide in weight management is also approved by Health Canada [L39347] and the EMA.[L41335]

On May 31, 2023, the FDA issued a warning regarding the use of compounded semaglutide after receiving adverse event reports. The use of salt forms of semaglutide, including semaglutide sodium and semaglutide acetate, has not been proven to be safe or effective.[L46726]

On August 15, 2025, the FDA granted Accelerated Approval for the treatment of metabolic-associated steatohepatitis (MASH) in adults with moderate-to-advanced fibrosis [L53901]","A medication used to control blood sugar in diabetes, reduce weight, and prevent heart diseases in selected adults.",168.0,hours,False,1.0,168.0,2,"Take on an empty stomach. For oral use of semaglutide, take 30 minutes before the first meal of the day. || Take with plain water. For oral use of semaglutide, do not exceed 4 ounces of water (1/2 cup)."
DB14221,Beclomethasone 17-monopropionate,An ester of beclomethasone.,,,,,,,0,
DB14491,Ferrous fumarate,Used in treatment of iron deficiency anemia.,A medication used to treat low iron in the blood.,,,,,,6,Avoid milk and dairy products. Take ferrous fumarate at least 2 hours before or after milk. || Limit caffeine intake. Food and beverages containing caffeine may reduce iron absorption. || Take at least 2 hours before or after calcium supplements. || Take separate from antacids. Take ferrous fumarate at least 2 hours before or after antacids. || Take with food. This reduces gastric irritation. || Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of iron.
DB15171,Tirzepatide,"Tirzepatide is a novel dual glucose-dependent insulinotropic polypeptide (GIP) and glucagon-like peptide-1 (GLP-1) receptor agonist. Dual GIP/GLP-1 agonists gained increasing attention as new therapeutic agents for glycemic and weight control as they demonstrated better glucose control and weight loss compared to selective GLP-1 receptor agonists in preclinical and clinical trials.[A246260]

Tirzepatide comprises a 39 amino acid linear synthetic peptide conjugated to a C20 fatty diacid moiety.[A246260] Its protein sequence was based on the sequence of endogenous GIP, and its pharmacological action on GLP-1 receptors is comparable to endogenous GIP; however, the long half-life of tirzepatide allows for once-weekly dosing.[A246265] Tirzepatide was approved by the FDA on May 13, 2022, under the brand name MOUNJARO by the FDA for the treatment of adults with type 2 diabetes, making it the first and only GIP and GLP-1 receptor agonist for this indication.[L41820] Later, it was approved under a different brand name ZEPBOUND on November 8, 2023, for the chronic weight management in adults with obesity or overweight with at least one weight-related condition.[L48766] On September 15, 2022, tirzepatide was also approved by the European Commission.[L44386]. On November 02, 2023, tirzepatide was also approved by the Health Canada [L52800]",A drug used to treat type II diabetes in adults.,5.0,days,False,1.0,120.0,1,Take with or without food. Food has no clinically significant effects on drug exposure.
